"uid","idx","note"
 "RP011","3","Bonaventure Giffard, the future vicar apostolic of London, made great efforts to reconcile her to her vocation during his visit to the convent."
 "CB175","1","Professed on her deathbed. Illegitimate daughter of an English baronet and lived with the family; sent to the convent when the eldest son of the family fell in love with her. Took to religion and lived very edifyingly. Died as a result of an accident: see crs 74-5."
 "GB062","1","Her sister Mary tried out at Ghent, receiving the scholar's habit before returning home to Hassop. She later married a Blundell: see Rec Hist Vol 8 1955-6 p56."
 "GP298","1","Note in Rec Hist Vol 7 1963-4 p264 correcting note in pb p60 on parents"
 "GP163","1","See notes in Rec Hist Vol 7 1963-4 p265"
 "CB201","1","Dom Augustine Baker died in Mrs Watson's London house and had previously spent time with her at Beckerings Park."
 "CB146","1","From the family of the earl of Northd, her branch probably coming from one of the sons of the 4th earl at Beverley, Yorks."
 "CB027","5","She had been maid of honour to Queen Henrietta Maria."
 "CB044","1","This material from Obit book OSB by Birt"
 "CB132","1","Mother in Birt 1913, p223 probably wrong.  Age makes her sister of Franciscans Elizabeth and Henrietta Moore.  This makes mother Mary Hitchcock."
 "PC053","1","Withdrew from convent with Elizabeth Timperley and died in a French convent in 1703: see Timperley of Hintlesham, G H Ryan, Methuen, 1931,p76"
 "CB074","1","check mother: Bastow has Margaret Vavasour based on Bar convent records p71
Bantoft gives both."
 "LA025","2"," This Mary does not occur amongst the issue recorded in Bedingfield Memorials for the alleged parentage, which seems doubtful on chronological grounds since this one was born about 1641. More likely is that she was the Mary, younger daughter of Edmund Bedingfield of Kirby Bedon and Elizabeth Tasburgh (Memorials, Table B), who was living on 19 July 1654 (before the entry of this nun into religion), and whose elder sister was born in 1633. Mary was said to have been 30 at her death in 1671, which may mean that her mother, whose death is given in Memorials op cit as 11 Feb 1640, died in childbirth. This Mary is said by the Chronicle of St Monica's Louvain to have been niece of Agnes Tasburgh, who was daughter of Sir John and his wife Lettice Cressie; her sister Elizabeth was wife of Edmund Bedingfield of Kirby Bedon. Edmund was cousin of Sir Henry Bedingfield of Oxburgh 'the Cavalier'."
 "CB108","1","Family in bib dict vol 4 p15: connection with Sutton and Warrington"
 "BB107","1","bib dict refers to Spiritual Works MSS being accounts of her soul, her prayer and supernatural favours & of which are extant only long extracts, very striking and almost in the style of S 
Teresa. are these in the Valladolid Diary MS cited? or in Tierney Dodd iv p104"
 "GB117","1","bib dict says father studied for priesthood at Valladolid before marrying."
 "GB119","1","bib dict says ms is with Old Chapter Archives. Also says this MK was responsible for the constitutions of the community."
 "OB075","1","bib dict refers to private devotions extant among Pontoise records."
 "RP068","1","bib dict has refs to Elrington family in Theydon Bois and Birch Hall, Essex."
 "PA178","2","bib dict on Lutton refers to dedication of the funeral sermon for Miles Pickeney alias Thomas Carre pub 1675 to Mary Tredway, Dorothy Mollins and the daughters of Sion."
 "PC098","1","bib dict shows connections between Lawson, Maire and Silvertop"
 "GB140","4","bib dict has mother as Withernwick: Nolan gives mother as Judith Witherwick Fitzwilliams"
 "BB125","1","Her father George Metham of North Cave was son of George Metham of Metham and Catherine Fairfax. His sons Philip and Francis occur among the Catholic non-jurors in 1715 (p. 300-1)."
 "CB136","1","bib dict says translation of Treatise made by Susanna Phillips June 1691 is now in public library Lille. crs refers to Susanna Phillips as transcriber of the translation"
 "BA151","2","see bib dict vol 5 p247:
from Laity's Directory 1788, The Attestation of the Physician on the miraculous cure wrought by the intercession of the VBI Labre on Ash-Weds 25 Feb 1784, on Sister Alban Paterson, London 1787. The cure is discussed in II ann 275-9"
 "GB008","1","For marriage see pedigree of Bartlett of Castle Morton, Hamilton, Chron St Monica's vol. 2."
 "LA021","1","Parents supplied from Hamilton, Chron St Monica's Louvain, vol 2, Pedigree of Bartlett"
 "LA020","1","Name Maisey and date of birth supplied from Hamilton, Chron St Monica's Louvain, vol 2, Pedigree of Bartlett."
 "LA019","1","Parents supplied from Hamilton, Chron St Monica's Louvain, vol 2, Pedigree of Bartlett."
 "PB081","1","ODNB gives Symonds as mother's name: it also appears as Symeon"
 "RP166","1","Parents from pedigree in Fletcher notes, Syon Abbey image 18feb286."
 "RP169","1","Parents from pedigree in Fletcher notes at Syon Abbey image 18feb286.
Superior at Scorton. Had cousin Elizabeth also a nun."
 "LA200","1","according to Hamilton Catherine Butler was a widow."
 "CB122","1","Her father was an apothecary."
 "CB123","1","Her father was an apothecary."
 "CB121","1","Her father was an apothecary."
 "CB182","2","She was buried in the holy habit in the chapel of St. James's Palace."
 "CB211","2","Her mother was cousin to Barbara and Hieronyma Waldegrave, nuns at the Brussels Benedictines."
 "CB135","1","Great grand-daughter of the martyr, Thomas More. 
Daumet p41 gives her the name Bridget of St Peter and St Paul"
 "CB095","1","Her father was killed at the first battle of Newbury, 1643 20 Sept."
 "CB141","1","Her great-grandfather resisted Queen Elizabeth by force.  According to ODNB, this would appear to be Rory Oge O'More."
 "CB141","2","Her father was imprisoned during the Oates Plot and subsequently died there."
 "BF047","1","Her son Anthony Codrington, d. 1729, became a Franciscan: see Cath Recusancy in Wilts, J A Williams, p. 264. He was lector in Divinity in 1728 when he assisted at Franciscan clothings (BC: 62-4, 158)."
 "CB183","2","Twin sister of Isabella Gertrude Swinburne."
 "CB182","3","Twin sister of Margaret Swinburne."
 "CB001","1","Probably born in Yorks. No further data"
 "LA049","1","kinswoman of Catherine, Anne, Mary and Cecily Tunstall."
 "OB076","1","Ollerton, Notts is also given as property for George Markham."
 "AC114","2","mother dau to John 3rd baron Russell and Elizabeth Cooke sister of Mildred Cecil (Stirnet)."
 "BA147","1","Brought to convent by Lady Mary Caryll dau Ly Seaforth. Tayler, p15. Forced to return by her Protestant parents, it was another six years before, disguised under the name Smith, she made her way back to the convent, where two years later she was clothed. In September 1742 her sister Mary arrived at the convent at her invitation. She returned home a few weeks later having been received into the Catholic church. (I and II ann)."
 "BA101","4","1716-7 Lucy Herbert received her sister Winifred at Bruges where she was nursed back to health. Tayler p80-5 Letter to her brother 1733 Tayler pp 231-4. "
 "LA238","1","Father given in Tunstall pedigree; which says there was a second sister at Louvain"
 "BB142","1","Foley v.? p550"
 "PB004","1","Father from Birt 1913, p226"
 "CB161","2","There is a problem with her parentage. The Cambrai source does not name her parents or indicate any relationship with a Mary Roper who was briefly at the convent in May 1648 aged 14, Cambrai crs p47. Gillow supplies her father as Anthony Roper of Eltham (Well Hall), asserting that she was sister of the aforementioned Mary and says she was fourth cousin of Christopher 4th Lord Teynham. The problem with this is that the daughters Mary and Elizabeth of Anthony of Well Hall, by two different marriages, are well attested as Franciscans. The four women were certainly close contemparies and may well have been closely related, but on the evidence of the Cambrai text nothing definitive can be said of the parentage of CB161 at present."
 "LA004","1","Father's property extrapolated from Seguin thesis using Essex Review: to check"
 "BB135","2","MS Harleian 4275 1632 in response to the pro-Jesuit faction in her convent. See Seguin 1997 thesis p305."
 "LA004","2","Ann 1 p3 has mother's name Magdalen.

"
 "LA149","2","Unusually, parents not given in examinations"
 "LA131","1","Converted during time when she served Lady Jerningham. Went to Bruges to assist in foundation, but returned to Louvain: "
 "BA029","1","From Annals p9: explains that she had been sent away as unfit, but had returned and was readmitted as a result of much importunity. p52 She was sent to Louvain in 1645 because she could not settle at Bruges  and is described as an 'unquiet spirit'. She did not settle at Louvain either and was sent back to Bruges on 19 May 1650."
 "BA019","1","Came with Catherine Bartlett who was received as a servant in order to be a lay sister: I Ann p35
Came as scholar but after one year sent back to England to satisfy her mother: Ann 46-7."
 "BA008","1","Came with Mary Bedingfield: she was received as a servant in order to be a lay sister: Ann p35-6"
 "LA004","3","Brother James a benefactor."
 "BA142","1","Bedingfield connections"
 "LS144","1","Sources?"
 "LS156","1","Her father was cup-bearer to King Charles II."
 "CB051","2","Parents from Birt 1913, p227."
 "LS075","1","Her portion was a pension of 4ll a year paid by Sir Henry Tichborne who redeemed it for 40ll: see Chapter Book p27."
 "BF174","1","probably Ashton-under-Lyne, Lancs"
 "BF173","1","Probably Ashton-under-Lyne, Lancs"
 "LS238","1","Was a convictress at Augustinian convent Bruges, but could not join as she already had two sisters there. See Bruges I ann 63-4"
 "CB073","1","Resigned as abbess because of ill health."
 "CB007","1","Parents from Birt 1913, p228."
 "CB007","2","Her name, Hannah, is derived from her father's will, found at www.barbsweb.co.uk/history/ball.htm  In it, Hannah receives only one shilling, 'her fortune being already paid'."
 "CB198","1","Her brother was Dom Augustine (George) Walker, President General of the English Benedictines.  He died in prison with the Cambrai nuns at Compiègne."
 "BA098","1","1665 living in convent"
 "OB140","1","At his death, between 1744 and 1752, Sir Thomas Windsor Hunloke left £5 a year to Catherine Whetnall of Pontoise (Rec English Catholics 1715, p11). His daughter and sister were nuns there (OB066 and her aunt OB067)."
 "LB049","1","niece of Father Seth Foster; cousin of Frances Holtby"
 "LA266","1","Parents identified by Gillow: see Hamilton"
 "BB094","1","mother from Foley"
 "CB003","1","Died in prison at Compiegne."
 "CB199","1","Died in prison at Compiegne."
 "CB145","1","Died in prison at Compiegne."
 "CB022","1","Died in prison at Compiègne."
 "OB052","1","On arriving in England in May 1795, she was taken to relatives at Sutton Place, near Guildford, Surrey, where she died and was buried (Birt 1913, p 230)."
 "CB130","1","She was related to Bishop John Milner (vere Miller), vicar apostolic of the Midland district."
 "CB130","2","She was imprionsed at Compiegne as a novice and lived to be the first professed at Woolton, though she died shortly afterwards."
 "CB002","1","Imprisoned at Compiègne during the French Revolution."
 "CB110","1","Imprisoned at Compiegne during the French Revolution. Place of birth queried in CRS 15: not located."
 "CB117","1","Imprisoned at Compiegne during the French Revolution."
 "CB168","1","Imprisoned at Compiègne during the French Revolution."
 "CB170","1","Imprisoned at Compiegne during the French Revolution."
 "CB083","1","Imprisoned at Compiegne during the French Revolution."
 "CB112","1","Imprisoned at Compiegne during the French Revolution."
 "CB013","1","Imprisoned at Compiègne during the French Revolution."
 "CB013","2","She was from a Border family and had relatives who died in the battle of Culloden (Birt 1913, p232)."
 "CB171","1","Imprisoned at Compiegne during the French Revolution."
 "CB143","1","Imprisoned at Compiègne during the French Revolution."
 "CB071","1","Imprisoned at Compiegne during the French Revolution."
 "CB071","2","Parents from Birt 1913, p232."
 "CB144","1","Imprisoned at Compiegne during the French Revolution."
 "CB031","1","Imprisoned at Compiegne during the French Revolution."
 "CB160","1","She attempted to arrange for the community to return to Cambrai but it failed (Birt 1913, p233)."
 "CB160","2","Imprisoned at Compiegne during the French Revolution."
 "CB160","3","The last to die of those professed in Cambrai."
 "CB008","1","Imprisoned at Compiegne during the French Revolution."
 "DP041","1","probably from Wrightington, Lancs

'She was the first that was admitted into this community, being cloathed & professed in another House in town before we were established in this convent of Bethlehem': see ob 16"
 "RP004","1","Acted as scrivener of the convent: from Dr Jan Rhodes"
 "AP092","1","Acted as scrivener for the convent: from Dr Jan Rhodes
Procured many benefactions: 'many monuments she has left behind her of her labours and great abilitys'"
 "HC010","1","JK Think parents are Sir John Borlase 1st bart and Alice Bancks, d of Sir John Bancks (stirnet + wikipedia)Prof bk gives parents as entered above"
 "HC012","1","She was elected prioress on 1742 24 Feb, but died under a month later on 1742 23 Mar."
 "YB016","1","Nolan list (App E) mistakenly gives 1785 as date of profession"
 "LB138","2","Her brother was Nicholas Sander of Charlwood, Surrey the controversialist (odnb)."
 "MW088","1","Clothed with the Benedictines at Woolton (formerly Cambrai) on 1805 15 Jan, professed there 1806 8 Sep (Birt 1913, p234)."
 "MW017","2","Accompanied Mary Ward to London in 1639, to Hutton Rudby, Yorks, in 1642 and Heworth, just outside York, in 1644.  She probably then went with the community to Paris in 1650, then Munich, before being sent to Hammersmith in 1669 with Mary Portington, Isabella Layton and Christina Hastings. Credited with the foundation of the Hammersmith Community and school. In 1686 founded the Bar Convent in York.  She returned to Munich in 1699 where she was made Superior."
 "MW017","3","She was arrested three times: London 1674; York 1679; York 1694. Used the alias of 'Long'."
 "MW100","1","Assisted in the foundation of a house at Augsburg in 1662 and in 1669 went with Frances Bedingfield to Hammersmith and then to York.Involved with fund-raising.  In 1699 she was recalled to Munich."
 "MW154","1","Had attended the Institute's school in Paris and was certainly there in 1653 before travelling to Munich with Mary Poyntz. Helen Thwing and three other Paris girls entered in Munich. She was one of the five that settled at Dolebank, Yorks, on 1677 29 Sep and in 1678 seems to have been in charge of the house at Heworth Manor."
 "MW154","2","She was at the house in York when her brother, Fr Thomas Thwing, was martyred in the same city on 1678 23 Oct."
 "LB156","1","Stirnet has Constance Blount married to Sir Thomas Tyrell of Heron Hall"
 "BB099","1","Likely to be daughter of Anthony Hyde of Woodhouse and his wife Mary James, daughter of Sir Henry James of Smarden, Kent. A daughter Anne figures amongst their issue, which included a son James born c 1634 and a daughter Frances born c 1630 (Stirnet)"
 "BA223","1","Father noted in Stirnet as from Tidmarsh, Berks. This is close to Woolhampton."
 "LS067","1","The nuns wrote Idsworth as being in Sussex: it is on the border but in Hampshire."
 "BF058","1","Mother probably from Idsworth, Hants."
 "BF061","1","Mother probably from Idsworth, Hants"
 "BF064","1","Mother probably of Idsworth, Hants"
 "BF062","1","Mother's surname appears as Cellier in Stirnet"
 "BB161","1","Father's place of origin from pb: however no Barton in gazetteers."
 "BA076","3","She was great-great aunt of Harriet Fermor (LS074)."
 "LB091","1","Father a bencher, Middle Temple, London"
 "MW154","3","Her great-uncle, Fr Edward Thwing, was martyred in Lancaster on 1600 26 Jul."
 "MW017","4","Rouen Chronicle I p62 records Frances Bedingfield as a procurer of alms for the Rouen convent after she entreated Father Monaco to visit her sister Margaret who was Vicaress at Rouen."
 "MW153","1","She came from Germany to found the Dolebank community in 1677.  She was arrested in 1678 and not released until 1685. She was almost certainly a founder member of the bar Convent in 1686. She was at the house in York when her brother, Fr Thomas Thwing, was martyred in the same city on 1678 23 Oct.
"
 "MW153","2","Her great-uncle, Fr Edward Thwing, was martyred in Lancaster on 1600 26 Jul."
 "MW152","1","Her brother, Fr Thomas Thwing, was martyred in York on 1678 23 Oct."
 "MW152","2","Her great-uncle, Fr Edward Thwing, was martyred in Lancaster on 1600 26 Jul."
 "BF131","2","Kirkbarrow not found in Gazetteer although mentioned in Stirnet and several genealogy sites."
 "BF094","1","Nuns give place of birth as Knighton, Richmondshire: this needs checking against pedigree."
 "GB204","1","Nuns give Lenconton, Warwicks as place of birth: not found in Gazetteer or web search. Jubilarian."
 "OB041","1","Botsworth is not in Gazetteer or web search."
 "YB073","1","Birthplace could be Wervick, a town south of Ypres. Her mother's name is perhaps Flemish."
 "MW152","3","Sent from Germany to to assist in foundation at Dolebank, 1677 29 Sep."
 "LS042","1","Charlotte is not mentioned by Macgrath, 1960 (p15)for these parents who have 3 daus born in 1750s. Hugh and Lady Ann Lee married Dec 1749. This raises questions re the data provided by the Chapter Book.
NB Charlotte does appear in Cliffordiana p51 born one year after the youngest son. This version of the family is supported by Mason 1996 p35"
 "BF144","1","Ref to Knight family of Cannington in MacGrath 1960 p10."
 "LS040","1","Mother's property also spelled Terndriech"
 "BF210","1","MacGrath 1960 p22 explains that John Rowe son of Austin in 1788 inherited Marnhull, Dorset from his uncle Giles Hussey on condition he changed his name to Hussey and went to live there. He sold Beaston."
 "MW031","1","She was one of the five sent from Germany to settle at Dolebank, Yorks, on 1677 29 Sep."
 "MW133","1","She was one of the five sent from Germany to settle at Dolebank, Yorks, on 1677 29 Sep."
 "MW081","1","According to biog dict 2nd edn. she was daughter of Henry Anderton, a small landowner, and was born in Ashby, Leicestershire. She used the alias Hastings, and occasionally used the alias Cornwallis, being distantly related to Cecily Cornwallis. Recent convent research has given her date of death as 1717 rather than 1711 as it appears in this source."
 "MW081","2","Educated at Munich. She was sent to Augsburg as a pupil in 1662 and entered the community there before travelling to London in 1669 with Frances Bedingfield and to Dolebank in May 1678.  "
 "PB038","2","MacGrath 1960 p32 has some Hanne connections with Lanherne. Charles Hanne joined Jesuits."
 "MW081","3","In 1678 she was arrested and committed to York Castle, becoming an out-prisoner before being granted full release in 1685. She was probably a founder member of the Bar Convent in 1686. She returned to Augsburg in 1699. (CK-B)"
 "MW113","1","She was arrested at Dolbank in 1678 and died in York Castle the following year. biog dic records that she and her sister were direct descendants of St Thomas More through Cresacre More."
 "MW114","1","Imprisoned in York Castle in 1678 and released in 1685."
 "BB126","1","Parents from http://www.thomasmorestudies.org/Descendants_John.pdf"
 "GB047","2","Father known as Hugh in Cliffordiana."
 "LS041","1","Sir Thomas was son of Hugh, third Lord Clifford. For discussion of mother's ancestry see Collecteana Cliffordiana 1817, p97."
 "MW055","1","Was a member of the Hammersmith community before being sent to find suitable accomodation in the North.  After Frances Bedingfield became superior in York, she filled the same role at Hammersmith. She placed Hammersmith under the authority of Bishop Giffard in 1703 because of her anxiety about its ecclesiastical status. This was a step she later regretted. From 1715 until her death she lived in York. (CK-B)"
 "MW055","2","c1677/78 she was sent north to find suitable accommodation. She was arrested at Dolebank (near York) and imprisoned in 1678, probably being released after the accession of James II."
 "LS042","2","Her older sisters Anne b1754 and Mary b1755 both died at Montargis. See Cliffordiana p51."
 "AP026","1","Some Charnocks at Astley nr Wigan Lancs"
 "LA109","1","1642: 'This year also Mr Gillibrand sent us aforehand half of his 2 daughters portion, 4 hundred pound.  They were then novices, & the rest was, according to our agreement, to have sum upon rent there untill he should pay in the full portion, which was as much more 4 hundred pound, but this rent failed afterwards like the rest for som 12 years til tims were more quiet, he paid in the rest in the year 1655': see Chronicle 481.  Having promised Â£400 father was struck by English law and unable to pay. Blundell Ol Cath Lancs p97."
 "GP160","1","Father described as coming from Alston and from a junior branch of the family in Old Cath Lancs p178."
 "LA125","1","Haydock pedigree in Hamilton, Vol II"
 "BB126","2","Her brother was the historian and Jesuit provincial, Rev Henry More SJ."
 "CB136","2","Her brother was the historian and Jesuit provincial, Rev Henry More SJ.Parents given in crs p40"
 "CB134","1","Her brother was the historian and Jesuit provincial, Rev Henry More SJ."
 "LB147","1","Her brother was Fr William Smith who became Confessor af the death of her Uncle, Father Joseph Foster in May 1628. Her Uncle was Confessor-General to the nuns when they first arrived in Lisbon and played a significant role in attracting recruits while they were in Rouen."
 "LB147","2","Niece of Fr Seth Foster of Syon."
 "LB049","2","Also known as Anne Foster."
 "GB071","2","Her father went with the royal court into exile during the civil war, serving as treasurer-general to the queen and later keeper of the king's privy purse (ODNB on her father)."
 "HC034","1","Her brother, Rev Thomas Hunter SJ, gave the community relics of the Cross, St Barbara, St Catherine, St Anthony of Padua and St Teresa (Ann 38)."
 "HC035","1","In the annals, her mother is referred to as as being a 'Falkinbridge of the family of Lord Falkinbridge'.  This was the title of the viscounts Fauconberg or Falkinbridge, held by the Belasyse family. Her mother was probably a daughter of Rowland Belasyse and Anne Davenport, parents of Mary OB008 and Anne OB004. Rowland was son of the 2nd Viscount and predeceased his childless elder brother the third viscount in 1699, one of his own sons succeeding to the title."
 "HC035","2","She had to leave her Carmelite convent in Ghent after Emperor Joseph II suppressed the convents in the Low Countries.  She sought refuge in Hoogstraten."
 "BB019","1","Probably daughter of Miles Blount of Orleton (probably the one in Herefordshire), d. 1663, and Anne Bustard of Addlebury (Stirnet)."
 "MW015","1","Used the alias of Paston."
 "MW015","2","She was imprisoned in York in 1694 with her great-aunt, the first superior, Frances Bedingfield."
 "MW109","1","Came from Germany to join the York community. biog dic suggests her father was possibly Sir William Maynard of Walthamstow, Essex. "
 "MW150","1","She left about £100 to Esther Conyers in her will."
 "MW047","1","The first member recived into the order in York."
 "MW047","2","Niece of Rev John Hawker SJ. He was confessor to the Bruges Augustinians and left her most of what he had. She had been a convictress at Bruges: see Bruges Annals Vol I p239."
 "MW164","1","Date of entry given in CRS 4 as 1699 15 Aug."
 "MW101","1","She suffered from mental and physical senility."
 "MW101","2","Her death was the result of her clothes catching alight in the absence of her attendant Frances Audas on the previous day."
 "MW007","1","Entrusted with the duty of collecting the rents for Elizabeth Stanfield's property in Holderness, East Yorks. Later she attended on Dorothy Lodge, who was physically and mentally senile. (CK-B)"
 "MW085","1","Having been widowed, her mother then married Mr Hay, who was a benefactor of the York convent, giving £150. In 1715 her mother occurs as a recusant widow with one son and three daughters under age: Catholic non jurors 1715 p46."
 "MW085","2","She entered the York convent school in 1712."
 "CB177","1","Quosque Hall was the dower house of the Stapleton family. The martyr Thomas Thwing, a cousin of the Stapletons, started a school there c. 1668 (Catholic Encyclopedia, 1913, under Ven. Thomas Thwing)."
 "MW028","1","Hadland says Sir George Brown of Shefford and Caversham: see Thames Valley Papists; http://www.users.globalnet.co.uk/~hadland/tvp/tvpcontents.htm.  Stirnet has him as that given - JK"
 "BF275","1","Her birthplace appears to have been River Park, which survives as a farmhouse a mile from Lodsworth, near Petworth, Sussex."
 "BB025","1","Probably the daughter of this name of William Bond of Highgate (knighted 23 July 1608) and his wife Catherine Povey. Sir William was son of Sir George Bond, Lord Mayor of London 1587 (died 1592). Alternatively, her father may have been cousin of Sir William, a William Bond of London, haberdasher, who died 1608/9 leaving issue by his wife Margaret Gore, though no daughter of this name is known. See Stirnet Bond03, based upon the Vistitation of London 1664."
 "AC015","2","Parents probably those occurring in the Ingilby history of Ripley, http://ingilbyhistory.ripleycastle.co.uk/,
as Thomas Bond of Bury St Edmunds (d. 1732) and Henrietta Jermyn, daughter and coheiress of Lord Jermyn of Bury St Edmunds. The Will of Thomas Bond of Bury St Edmunds was proved by his son Henry Jermyn Bond in 1732 (Rec. English Catholics 1715, 35)."
 "LB043","1","An Everell Constable, daughter of Robert Constable of Everingham, married Thomas Crathorne in the mid-sixteenth century. Their daughter Mary Crathorne married Joseph Constable of Burton and Upsall, father of Averilla Constable who married Thomas Smith in 1610. Everilda, daughter of Sir Marmaduke Constable of Everingham (d. 1574), married William Constable of Drax. "
 "DB094","1","Father became deputy Governor of Jersey"
 "DB092","1","Received at request of the Governor of Dunkirk, although without dowry."
 "DB119","1","Father a soldier killed in Tangier."
 "DB180","1","With sister Susan sent to Sepulchrines for schooling, then to Ursulines until 1667 when they went to Benedictines Ghent briefly before moving to Poor Clares Gravelines to be near their mother. Entered convict at Dunkirk 1671 with sister."
 "DB179","1","With sister Catherine sent to Sepulchrines for schooling, then to Ursulines until 1667 when they went to Benedictines Ghent briefly before moving to Poor Clares Gravelines to be near their mother. Entered convict at Dunkirk 1671 with sister."
 "DB068","1","Anne Augustine and Margaret Meynell were her great nieces."
 "DB109","1","Great niece of Angela Gerard"
 "GB199","2","Father George Ducket SJ was her spiritual director."
 "DB180","2","Sir John Warner was a great benefactor to the convent: History 45"
 "DB179","2","Sir John Warner was a great benefactor to the convent: History 45"
 "DB031","1","History 47 says she was first cousin of Mary Romana Caryll."
 "DB143","1","Had been maid of honour to Queen Mary Beatrix (of Modena) who promised her a dowry."
 "DB052","1","No other data"
 "DB158","1","on necrology no year"
 "DB164","1","on necrology no year"
 "OB049","2","She was daughter of her father's third marriage, his fourth being to a former mistress of Charles II, Catherine Pegge. Her father died in 1676, aged 72, in Flanders (Lord Braybrooke, Notes and Queries, no. 13, 1850)."
 "OB050","1","There is reliable evidence that her mother was Catherine Pegge, daughter of Thomas Pegge of Yeldersley, Derbs, and Catherine Kniveton. Catherine was a former mistress of Charles II, by whom she had a son. She was Sir Edward's fourth wife. Her father died in 1676, aged 72,in Flanders. See Lord Braybrooke, Notes and Queries, no. 13, 1850."
 "DB083","2","Another source gives Hungate's property as Saxton, Yorks."
 "LA116","1","Entered as a scholar 1658 but had to return to Northd first to accompany Margaret Errington who had decided to leave the convent after 11 months: see Life of Edward Widdrington, 1923, p12. "
 "LA306","1","Mother grand-daughter of Francis, 1st earl of Bothwell. Father died in the convent's house for boarders in 1670. He had intended to join Carthusians: his wife intended to end her days in religion: see Sir Edward Widdrington, 1923 p15."
 "OB030","2","Grandmother a Widdrington"
 "CB202","1","educated at the Bar Convent, York."
 "LA306","2","History Families Skeet etc p 139 has Edward Widdrington with two wives and it is the second who entered the Benedictine enclosure at Bruges 1670. CB According to Burke's Extinct Peerage, p. 564, he married a Charlton of Hesleyside. Burke does not mention Christian Stuart, but a Charlton first marriage would match the data we have for Elizabeth Widdrington GP289."
 "GP290","1","Judith Swarbrick (Pontoise) source for detail of family conversion 1672.

Jubilarian

Parents given in fn in Registers p104"
 "LA177","1","Parents presently living in England: see examination for clothing"
 "HC047","2","She arrived with the two Matthews sisters from Maryland."
 "DB189","1","History p96 gives 1766 as date of profession.
"
 "DB123","1","No other details known apart from what was written in her letters. "
 "DB024","1","No other details known"
 "DB137","1","No other details known"
 "DB089","1","No other details known"
 "DB163","1","No other details known"
 "DB186","1","Excellent musician: organist and singer
 "
 "DB125","1","History gives father as John Green."
 "DB121","1","Had a very fine voice"
 "DB086","1","Did not persevere as a religious as she found it impossible to keep silent: became a devoted servant of the convent for many years."
 "DB018","1","Had been servant to Lady Molineux (Abbess Prujean's cousin)At the time of her profession, the ceremony was deemed illegal so she assumed the habit of Sister Austin Jackson: thus the convent was not increased in number."
 "DB145","1","Because of her nationality not permitted to remain with other members of the convent after they were expelled by the revolutionaries in 1793: said to have died of a broken heart."
 "DB174","1","Guarded remaining money in her dustpan during imprisonment in order to pay for the nuns' passage back to England"
 "MW122","1","One of last 3 members at Hammersmith: died one month after the arrival of the Benedictines of Dunkirk."
 "MW064","1","One of last 3 members at Hammersmith: received the Benedictine nuns of Dunkirk into their property. "
 "MW174","1","One of last 3 members at Hammersmith: became an oblate of Benedictines."
 "MW120","1","Could 'Palmer Park' be slip for Parham House, the seat of one branch of the Sussex family of Palmer; cf. http://www.angmeringvillage.co.uk/history/Palmer_tree1.pdf"
 "BD008","1","p198 refers to her being a widow of Mr Piney: is this the mother's husband? Her age is given in convent sources as 94 but it is impossible to reconcile this age with the dates given."
 "BD021","1","additional funding promised of £100 on death of her mother."
 "BD038","2","Additional funds were sent by Lord Cardinal Howard soon after the clothing of his two neices to make each of their portions £400 and £40 for their noviceship year. p207."
 "BD040","2","Additional funds were sent by Lord Cardinal Howard soon after the clothing of his two neices to make each of their portions £400 and £40 for their noviceship year. p207."
 "GP240","1","Her grandfather Ambrose Rookwood was executed for his part in the Gunpowder Plot."
 "LA239","1","According to Stirnet she was daughter of Sir Hugh Smithson of Stanwick and Elizabeth Langdale, and sister to BA177, BA178 and GP252."
 "MW051","1","Her father was governor of Hainault."
 "MW084","1","She entered the York convent school in 1712."
 "MW084","2","Having been widowed, her mother then married Mr Hay, who was a benefactor of the York convent, giving £150. In 1715 her mother occurs as a recusant widow with one son and three daughters under age: Catholic non jurors 1715 p46."
 "MW046","1","She entered the York convent school in 1718."
 "BD033","1","£115 of dowry paid by her brother Mr Ralph Hansby: £5 added by the Abbess: OA p206"
 "BD040","3","Editorial in CRS vol pp208-9 emphasises the role played by Sister Mary Rose Howard in acting as a conduit between the Pretender and his friends and supporters in England see Lockhart papers eg vol ii p341. The editorial says all trace of the letters between Sister Mary Rose and James has been lost."
 "BD066","1","Additional money left by her father on his death OA 210"
 "MW110","1","Her mother boarded at the York convent for many years and died there in 1742 Jan."
 "MW006","1","She entered the York convent school in 1737."
 "MW108","1","She entered the York convent school in 1741."
 "MW060","1","Information on family and father's marriages: http://www.thurnhamchurch.net/history.html and http://web.thurnhamhall.com/Pages/history/longer_history.php"
 "MW033","1","She entered the York convent school in 1760."
 "MW136","1","While she was Superior some toleration was granted to Catholics, meaning the community adopted religious dress for the first time in 120 years. During the French Revolution she gave hospitality to three communities of nuns until they found new homes and she helped many emigré priests to find lodgings and employment. (CK-B) "
 "MW086","1","She was received into the Church whilst completing her education in Paris. Mother Protestant."
 "MW057","1","Joined the convent school as a pupil in 1770. Was in fact Head Mistress of the school in York, being described in convent documents as Mistress of Schools. "
 "MW119","1","She was educated at the Hammersmith convent."
 "MW148","1","She entered the York convent school in 1782."
 "MW148","2","Her father was lord of the manor of Wheelton."
 "MW066","1","She entered the York convent school in 1772."
 "BD069","1","As a result of lawsuits on death of father convent only received 130ll of promised dowry; see OA 213"
